nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n3109 o,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,1,77.56814,0,398.7212,0,0,23.0969,0,0,0,0
n3109 A,15,2,4,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,5,5,0,0,2,0,0,1,583.29683,535.6347,535.56696,412.77359,412.91653,417.51209,504.92672,558.29745,529.99338,334.77124
n3109 H,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,554.55927,0,0,0,0,0,5.60734,0,0,0
n3109 O,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,599.91882,540.40671,538.90531,548.36042,516.37573,470.94897,583.53042,566.0072,496.68335
n3120 =,0,5,13,7,3,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,12,3,0,0,0,0,0,0,600.08533,510.16745,379.86371,491.24267,572.91653,574.95267,594.87829,0,142.48637
n3120 o,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,4,13,1,5,0,0,0,0,0,0,487.33737,600.08533,0,439.07447,324.79163,421.35163,412.84061,561.60139,599.87893,600.55247
n3120 A,0,7,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,1,0,0,0,0,0,3,10,7,2,1,0,0,0,0,0,69.32404,600.08533,240.11406,52.86913,13.3174,249.52683,0,7.8436,275.2263,0
n3120 H,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,9,0,2,0,0,0,0,0,0,521.41533,70.82596,0,600.51894,0,600.01866,589.37148,600.61913,599.87893,578.9576
n3120 O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,6.87567,0,0,7.71008,0,600.15228,0,0,0
n3120 X,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,4,1,0,0,0,0,0,0,0,600.08533,384.33606,480.06135,518.54505,495.51533,464.87534,600.61913,453.9935,594.31097
n3121 =,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,397.01901,356.867,0,0,0,0,84.67749,0,0,0
n3121 o,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,141.385,492.21076,581.194,0,0,0,0,0,0,0
n3121 A,3,1,0,0,0,0,13,5,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,0,0,0,13,5,8,0,0,0,522.6173,600.4521,600.5861,428.32669,359.50387,393.61484,432.26681,348.32226
n3121 H,5,11,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,0,0,0,0,2,1,0,471.34957,580.89353,589.2378,576.2204,600.5861,331.19954,432.2969,600.65204,507.69762,357.0003
n3121 O,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,0,0,0,0,0,0,11,5,0,1,0,0,0,0,0,0,600.35164,100.33126,0,0,0,0,0,0,0,0
n3121 X,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,6,4,0,0,0,1,2,0,0,0,238.34522,166.8516,79.2704,74.4641,0,0,0,0,14.9529
n3137 =,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,3,3,2,11,4,0,0,1,1,0,7,4,2,572.91662,20.09299,12.64989,5.94111,0,562.0687,17.5897,13.0504,35.5799,599.61819
n3137 o,5,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,2,19,8,4,0,0,0,0,0,0,3,408.96845,0,308.670537,0,0,0,0,26.93527,53.06945,3.40445
n3137 A,29,11,4,0,3,1,0,7,2,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,32,12,5,0,3,1,0,8,3,5,538.97219,584.69749,571.180547,311.2072,320.28563,254.8332,460.06904,521.91672,330.26543,544.87989
n3137 H,16,21,8,13,13,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,2,7,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,29,10,17,13,0,0,2,0,2,599.98532,600.65169,547.883357,534.16569,481.49655,600.1852,503.05868,390.044152,600.98171,599.61819
n3137 O,5,1,4,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,4,0,0,0,1,0,0,6,7,7,5,5,0,0,1,0,0,586.234,124.062,156.304527,156.23779,0,0,0,13.9516,41.65451,0
n3137 X,2,3,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,5,9,6,0,0,0,0,4,11,20,5,9,7,0,0,0,0,4,589.23792,234.8736,446.517447,600.91968,129.20225,0,0,0,551.78397,370.88523
n3138 =,26,1,0,0,6,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,8,0,1,1,0,0,423.186853,580.15924,599.78517,401.95949,519.613262,600.085111,580.22552,571.58108,291.14806,153.26728
n3138 o,3,2,6,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,2,0,0,15,2,7,0,3,0,1,2,0,0,279.53245,447.8863,593.54367,559.43211,266.04804,394.816601,320.18542,595.11189,540.37444,148.22726
n3138 A,20,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,25,1,0,0,3,1,0,0,0,0,406.999063,541.60884,599.78517,458.80052,593.710142,467.077796,397.11931,480.72888,588.80454,411.37156
n3138 H,10,6,8,7,5,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,2,4,0,0,5,6,3,17,9,12,11,9,0,0,5,6,3,590.839593,560.7004,586.76813,600.88634,330.73267,0,0,274.75949,195.0556,581.22705
n3138 O,12,5,7,2,2,1,0,0,0,0,5,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,3,2,1,2,1,3,1,21,6,8,6,5,2,2,1,3,1,321.854363,498.71944,582.49587,524.5865,333.235952,136.278351,177.26515,498.18499,85.64542,154.66891
n3138 X,14,6,6,4,2,0,2,1,1,0,8,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,27,9,6,4,3,1,2,2,1,0,327.728713,580.15924,416.91217,368.81611,249.893582,554.325311,585.33219,569.97898,378.89617,140.15003
n3139 =,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,2,184.6414,533.36451,600.01847,0,0,0,0,0,354.96467,0
n3139 o,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,362.8083,486.56994,0,600.5854,600.0185,0,10.3469,25.9673,0,0
n3139 A,11,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,1,0,1,438.307133,477.75851,583.46348,302.5959,0,327.56181,282.90199,332.6018,437.77306,259.804573
n3139 H,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,434.66875,24.66563,0,0,0,599.68501,351.39321,0,0,0
n3139 O,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2,1,1,0,0,8,2,1,0,0,2,1,2,0,0,133.24094,73.76319,536.16829,48.43,353.4624,184.74161,104.83716,304.09787,0,0
n3139 X,8,1,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,3,0,594.678153,518.4116,523.35149,574.518,185.4092,0,0,0,484.56759,551.454373
n3140 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.779455,0,0,299.35816,0,550.9202,0,86.1126,0
n3140 o,0,6,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,2,5,2,1,0,0,469.080195,399.52212,182.00474,296.454543,531.06153,579.0236,599.9849,458.96701,599.885
n3140 A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,2,0,1,1,0,0,4,5,1,1,2,1,1,1,0,600.41945,26.90184,13.08377,0,0,0,0,0,0,0
n3140 H,8,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,1,0,0,0,0,0,600.41945,559.665485,460.06795,550.0195,451.023253,587.60213,600.485,354.7644,600.55231,0
n3140 O,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,28.50399,56.841015,0,0,0,0,0,0,499.3533,599.885
n3140 X,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,168.58736,193.419735,286.708,0,0,0,0,0,0,0
n3161 =,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,1,0,10,1,0,0,8,3,0,0,1,0,259.206,0,19.1584,0,0,0,0,0,8.94504,0
n3161 o,12,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,18,0,0,3,0,0,0,0,0,1,593.20995,600.58545,600.1192,0,0,0,0,0,0,0
n3161 A,9,0,0,3,6,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,3,7,3,0,0,1,0,534.70005,243.85205,574.4189,559.59916,364.77719,257.73709,323.32332,248.85886,431.55809,400.22366
n3161 H,11,3,2,1,0,3,0,2,1,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,16,6,2,1,0,3,0,4,1,3,600.05223,501.32229,345.7528,301.96214,352.2275,600.15172,600.88652,600.35236,354.75758,466.31025
n3161 O,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,2,3,0,3,4,3,2,1,0,3,2,3,0,3,0,32.4758,0,462.43876,0,0,47.16172,29.839,0,3.17081
n3161 X,3,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,2,14,9,1,0,0,0,0,0,1,2,4.13875,25.3331,0,0,0,0,0,0,0,0
n3162 =,6,0,2,0,2,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,5,1,4,1,1,0,2,0,134.977,0,401.65838,279.09836,32.6427,70.7592,393.98039,571.71436,397.15274,541.37443
n3162 o,16,3,5,0,7,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,18,5,10,0,11,0,0,2,1,1,243.11838,501.089,330.49865,0,0,0,0,204.7676,23.76442,10.78077
n3162 A,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,2,0,0,0,6,3,0,1,1,1,2,0,0,0,594.51099,391.11183,0,0,0,0,0,0,0,0
n3162 H,12,5,1,3,0,5,0,2,0,1,3,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,2,3,0,6,0,2,0,2,600.25183,590.97328,470.74878,575.88639,514.8407,600.01812,379.22781,583.1627,463.873503,494.07932
n3162 O,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,5,1,1,1,1,8,2,1,2,1,5,1,2,1,1,0,0,0,76.4333,0,0,0,0,0,0
n3162 X,2,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,3,7,5,1,0,0,0,0,1,0,4,0,0,11.78208,0,0,0,0,332.80217,0,353.19488
n3173 =,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,0,0,1,1,0,0,1,0,1,245.12074,0,0,0,98.4955,0,0,0,0,0
n3173 o,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,2,1,0,0,525.18754,245.25379,377.79383,589.70884,104.4366,0,465.2087,515.5747,294.3184,274.72609
n3173 A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,22.3626,0,0,0,0,224.7611,0,0,0
n3173 H,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,1,1,0,0,0,1,6,2,2,2,1,1,0,0,0,3,84.277,22.0288,0,259.13859,0,185.8427,0,0,0,437.07172
n3173 O,3,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,136.7436,27.3358,0,0,0,0,0,0,0,0
n3173 X,9,7,1,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,2,0,1,0,0,0,1,577.35391,568.74364,526.9559,595.14463,590.6723,63.7167,166.785,0,559.63231,501.95662
n3175 =,6,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,10,1,3,1,2,1,1,0,0,0,0,594.14279,8.87828,0,0,0,18.4575,0,0,0
n3175 o,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,2,0,0,8,3,4,2,1,0,0,2,0,0,580.292712,540.30679,0,0,15.45351,0,2.23626,497.31751,97.29399,0
n3175 A,3,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,6,1,0,0,0,1,0,0,352.161,268.88507,522.18317,169.4885,449.88846,408.00075,445.21628,546.44884,287.70977,410.26965
n3175 H,12,3,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,15,3,13,0,0,0,0,2,1,1,517.043312,594.97721,414.74274,600.1184,0,0,0,0,0,0
n3175 O,4,3,6,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,3,2,366.913502,584.9318,600.91964,565.80681,449.15416,600.25235,600.25254,600.71951,458.73925,538.404
n3175 X,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,3,2,9,5,2,0,0,0,0,0,3,2,350.425292,600.25078,88.08195,0,0,0,0,0,0,0
n3176 =,10,2,4,0,1,0,0,0,0,0,5,4,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,6,4,4,3,2,4,3,4,1,18,12,13,5,5,2,4,3,5,1,479.327133,39.8855,220.4552,0,146.19135,0,338.20921,57.40845,254.8671,167.35193
n3176 o,17,9,13,5,2,2,4,2,4,2,4,2,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,11,16,6,3,2,4,3,4,2,587.068103,590.505737,593.00948,477.558882,473.15248,296.554572,403.42761,469.21392,600.11891,600.21793
n3176 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,2,2,0,0,2,1,5,0,3,2,2,2,0,0,2,1,53.97058,0,17.356,40.486292,59.9785,287.709762,0,0,0,0
n3176 H,6,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,7,12,1,1,0,0,2,0,0,0,379.66335,77.46809,0,4.43914,522.81749,351.293,16.08771,0,0,0
n3176 O,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,2,8,1,10,7,5,0,0,0,0,2,8,1,295.62004,244.18587,0,0,0,0,0,408.40069,273.49134,0
n3176 X,11,5,1,0,0,0,2,2,6,0,3,3,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,13,2,0,0,0,2,2,6,0,453.893933,522.14958,600.11878,472.719182,338.74332,111.87966,281.46904,589.83808,558.1974,590.90575
n3177 =,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,9,1,0,0,0,3,0,2,0,0,0,600.55234,561.06737,85.1781,0,0,0,0,0,0
n3177 o,7,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,2,1,2,0,0,526.55526,161.97854,91.28605,219.3873,138.8817,519.31236,412.0057,294.88575,298.62395,282.13617
n3177 A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,137.3797,600.55234,114.98377,0,0,33.34362,91.0191,0,0,0
n3177 H,3,19,5,2,2,1,0,3,5,1,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,7,2,2,1,0,3,5,1,0,580.75981,566.47444,545.9812,507.46342,570.67962,492.47627,589.17085,595.0785,584.26436
n3177 O,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,10,2,2,0,0,0,1,0,1,0,185.64254,0,0,0,0,0,0,0,3.13744,0
n3177 X,1,7,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,2,2,1,0,2,5,1,4,22,9,2,2,1,0,3,5,1,109.91052,158.2403,5.40707,0,6.50852,0,0,0,60.379,0
n3178 =,16,4,2,0,3,0,1,0,2,24,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,6,3,0,3,0,1,0,2,25,430.49628,567.74276,436.30465,283.17053,213.01193,455.32961,551.55447,600.9199,587.5016,601.295517
n3178 o,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,0,1,0,3,2,3,2,0,1,3,0,1,0,7,181.3372,118.75532,0,0,0,0,568.97737,29.5053,0,285.43967
n3178 A,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,3,2,6,0,2,0,1,2,0,1,3,6,47.36197,0,0,0,0,0,0,0,0,601.295517
n3178 H,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,0,0,1,0,0,3,3,2,4,3,0,0,1,0,0,47.12831,0,0,379.8636,26.1676,0,0,179.4019,0,0
n3178 O,5,3,2,3,4,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,4,1,0,4,0,0,600.018,452.25822,514.974,585.36587,572.18183,195.58938,600.45187,600.9199,560.83334,425.031557
n3178 X,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,1,0,0,6,1,2,0,1,2,0,1,0,0,49.73179,0,0,0,40.15252,0,0,0,0,0
n3199 =,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n3199 o,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,2,0,0,0,0,327.361681,469.38095,571.11342,157.43929,418.24715,157.439353,589.00411,115.2841,74.0302,565.37315
n3199 A,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,1,0,9,1,1,0,0,3,0,0,1,0,30.139426,0,118.15453,0,202.298,0,0,0,0,0
n3199 H,16,19,0,0,0,0,0,3,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,3,0,1,472.017956,577.78943,600.58532,269.48582,405.1634,418.714503,191.9845,408.03397,0,581.52762
n3199 O,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,103.235066,8.24412,259.33887,0,0,0,0,0,0,0
n3199 X,1,14,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3,31,3,0,0,0,0,0,0,0,0,551.32143,7.27619,91.72,0,0,0,0,0,0
n3200 =,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,464.70788,584.7984,4.77291,0,0,0,0,0,0,0
n3200 o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,338.81,0,0,0,0,0,0,0,0
n3200 A,0,8,2,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,3,0,0,0,0,0,0,532.85821,387.9784,174.89554,305.69986,543.110593,436.83832,394.14307,463.37254
n3200 H,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,1,1,0,0,0,0,0,3,7,2,1,1,0,0,0,0,0,0,490.0077,429.49562,0,0,0,0,0,0,0
n3200 O,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,431.19739,0,0,0,0,0,1.67111,116.81942,0,0
n3200 X,0,18,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,1,0,0,0,0,503.3585,340.812792,465.7093,465.6095,130.60416,284.338553,499.25341,500.31544,481.46285
n3201 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,3,1,267.3826,0,0,13.05041,0,122.0263,0,0,14.48565,10.4804
